Date Coord-System Altitude Latitude Longitude D_deg D_min I_deg I_min H_nT X_nT Y_nT Z_nT F_nT dD/dt_min dI/dt_min dH/dt_nT dX/dt_nT dY/dt_nT dZ/dt_nT dF/dt_nT
2015.90273963 E K524.456483301 4.03958 18.615     0d -12m   -14d 51m   24391.4  24391.3    -86.1  -6470.6  25235.1     6.7      -0.2          3.0      3.2     47.6     -2.3      3.5
2015.90273966 E K524.456686436 4.01268 18.6681     0d -12m   -14d 55m   24385.0  24384.9    -84.2  -6492.6  25234.6     6.7      -0.2          3.0      3.1     47.6     -2.1      3.4
2015.90273969 E K524.456427467 3.98577 18.7212     0d -12m   -14d 58m   24378.6  24378.5    -82.2  -6514.6  25234.0     6.7      -0.2          3.0      3.1     47.6     -2.0      3.4
2015.90273972 E K524.455890341 3.95886 18.7743     0d -11m   -15d  1m   24372.2  24372.0    -80.3  -6536.6  25233.5     6.7      -0.1          2.9      3.1     47.5     -1.8      3.3
2015.90273976 E K524.456409052 3.93194 18.8274     0d -11m   -15d  4m   24365.7  24365.6    -78.4  -6558.6  25233.0     6.7      -0.1          2.9      3.1     47.5     -1.6      3.2
2015.90273979 E K524.456646614 3.90503 18.8805     0d -11m   -15d  7m   24359.3  24359.2    -76.5  -6580.5  25232.5     6.7      -0.1          2.9      3.1     47.4     -1.5      3.2
2015.90273982 E K524.457100525 3.87811 18.9335     0d -11m   -15d 10m   24352.8  24352.7    -74.6  -6602.4  25232.0     6.7      -0.1          2.9      3.0     47.4     -1.3      3.1
2015.90273985 E K524.456759835 3.85118 18.9866     0d -10m   -15d 13m   24346.3  24346.2    -72.7  -6624.4  25231.5     6.7      -0.0          2.9      3.0     47.4     -1.2      3.1
2015.90273988 E K524.456976475 3.82425 19.0397     0d -10m   -15d 16m   24339.8  24339.7    -70.9  -6646.2  25230.9     6.7      -0.0          2.9      3.0     47.3     -1.0      3.0
2015.90273991 E K524.457244467 3.79731 19.0928     0d -10m   -15d 19m   24333.3  24333.2    -69.1  -6668.1  25230.5     6.7      -0.0          2.8      3.0     47.3     -0.8      3.0
2015.90273995 E K524.457232806 3.77037 19.1459     0d -10m   -15d 23m   24326.8  24326.7    -67.3  -6690.0  25230.0     6.7       0.0          2.8      3.0     47.2     -0.7      2.9
2015.90273998 E K524.456790436 3.74343 19.1989     0d -9m   -15d 26m   24320.3  24320.2    -65.5  -6711.8  25229.5     6.7       0.0          2.8      2.9     47.2     -0.5      2.9
2015.90274001 E K524.457228928 3.71649 19.252     0d -9m   -15d 29m   24313.8  24313.7    -63.7  -6733.6  25229.0     6.7       0.1          2.8      2.9     47.2     -0.3      2.8
2015.90274004 E K524.45706573 3.68954 19.3051     0d -9m   -15d 32m   24307.3  24307.2    -61.9  -6755.4  25228.5     6.7       0.1          2.8      2.9     47.1     -0.2      2.7
2015.90274007 E K524.457789374 3.66259 19.3581     0d -9m   -15d 35m   24300.7  24300.6    -60.2  -6777.2  25228.0     6.7       0.1          2.8      2.9     47.1     -0.0      2.7
2015.9027401 E K524.458904346 3.63563 19.4112     0d -8m   -15d 38m   24294.1  24294.0    -58.5  -6798.9  25227.5     6.7       0.1          2.8      2.9     47.0      0.1      2.6
2015.90274014 E K524.458922113 3.60867 19.4642     0d -8m   -15d 41m   24287.5  24287.5    -56.8  -6820.7  25227.1     6.7       0.1          2.8      2.9     47.0      0.3      2.6
2015.90274017 E K524.457996463 3.58171 19.5173     0d -8m   -15d 44m   24280.9  24280.9    -55.1  -6842.4  25226.6     6.6       0.2          2.7      2.9     46.9      0.5      2.5
2015.9027402 E K524.45845691 3.55474 19.5703     0d -8m   -15d 47m   24274.3  24274.3    -53.4  -6864.1  25226.2     6.6       0.2          2.7      2.8     46.9      0.6      2.5
2015.90274023 E K524.458145924 3.52777 19.6234     0d -7m   -15d 50m   24267.7  24267.7    -51.7  -6885.8  25225.7     6.6       0.2          2.7      2.8     46.8      0.8      2.4
2015.90274026 E K524.458404229 3.50079 19.6764     0d -7m   -15d 54m   24261.1  24261.0    -50.1  -6907.4  25225.2     6.6       0.2          2.7      2.8     46.8      1.0      2.3
2015.90274029 E K524.458730332 3.47381 19.7294     0d -7m   -15d 57m   24254.4  24254.4    -48.5  -6929.1  25224.8     6.6       0.2          2.7      2.8     46.7      1.1      2.3
2015.90274033 E K524.459287244 3.44683 19.7825     0d -7m   -15d 60m   24247.8  24247.7    -46.9  -6950.7  25224.3     6.6       0.3          2.7      2.8     46.7      1.3      2.2
2015.90274036 E K524.459581442 3.41985 19.8355     0d -6m   -16d  3m   24241.1  24241.1    -45.3  -6972.3  25223.9     6.6       0.3          2.7      2.8     46.6      1.5      2.2
2015.90274039 E K524.45977918 3.39286 19.8885     0d -6m   -16d  6m   24234.4  24234.4    -43.7  -6993.9  25223.4     6.6       0.3          2.7      2.8     46.6      1.6      2.1
2015.90274042 E K524.461046958 3.36587 19.9415     0d -6m   -16d  9m   24227.7  24227.7    -42.1  -7015.4  25222.9     6.6       0.3          2.7      2.8     46.5      1.8      2.1
2015.90274045 E K524.461047787 3.33887 19.9945     0d -6m   -16d 12m   24221.0  24220.9    -40.6  -7037.0  25222.5     6.6       0.4          2.7      2.7     46.5      1.9      2.0
2015.90274049 E K524.461784408 3.31188 20.0475     0d -6m   -16d 15m   24214.3  24214.2    -39.1  -7058.5  25222.0     6.6       0.4          2.7      2.7     46.4      2.1      2.0
2015.90274052 E K524.461932044 3.28488 20.1006     0d -5m   -16d 18m   24207.5  24207.5    -37.5  -7079.9  25221.6     6.6       0.4          2.7      2.7     46.4      2.3      1.9
2015.90274055 E K524.462468767 3.25787 20.1536     0d -5m   -16d 21m   24200.8  24200.7    -36.0  -7101.4  25221.2     6.6       0.4          2.6      2.7     46.3      2.4      1.9
