Date Coord-System Altitude Latitude Longitude D_deg D_min I_deg I_min H_nT X_nT Y_nT Z_nT F_nT dD/dt_min dI/dt_min dH/dt_nT dX/dt_nT dY/dt_nT dZ/dt_nT dF/dt_nT
2015.21712223 E K538.443831664 -23.4232 -30.7602   -21d 57m   -46d 36m   13434.9  12461.0  -5021.7 -14204.3  19551.4    -1.0     -15.7        -62.5    -59.4     19.9    -63.7      3.3
2015.21712226 E K538.456964024 -23.4347 -30.6969   -21d 57m   -46d 39m   13425.4  12451.9  -5019.2 -14219.6  19556.0    -0.9     -15.7        -62.5    -59.4     20.0    -63.6      3.3
2015.2171223 E K538.470632557 -23.4463 -30.6337   -21d 58m   -46d 42m   13416.0  12442.7  -5016.8 -14234.8  19560.6    -0.9     -15.7        -62.6    -59.4     20.0    -63.5      3.3
2015.21712233 E K538.483906979 -23.4577 -30.5704   -21d 58m   -46d 45m   13406.6  12433.6  -5014.3 -14250.0  19565.2    -0.9     -15.6        -62.6    -59.4     20.1    -63.4      3.3
2015.21712236 E K538.497717573 -23.4692 -30.507   -21d 58m   -46d 48m   13397.2  12424.4  -5011.8 -14265.2  19569.9    -0.9     -15.6        -62.6    -59.3     20.1    -63.3      3.3
2015.21712239 E K538.510112509 -23.4806 -30.4437   -21d 58m   -46d 51m   13387.8  12415.3  -5009.3 -14280.3  19574.5    -0.9     -15.6        -62.6    -59.3     20.2    -63.2      3.3
2015.21712242 E K538.523852157 -23.492 -30.3804   -21d 59m   -46d 54m   13378.4  12406.2  -5006.8 -14295.4  19579.1    -0.9     -15.6        -62.6    -59.3     20.3    -63.1      3.3
2015.21712245 E K538.536367204 -23.5034 -30.317   -21d 59m   -46d 57m   13369.0  12397.1  -5004.2 -14310.5  19583.7    -0.9     -15.6        -62.6    -59.3     20.3    -63.0      3.3
2015.21712249 E K538.549701147 -23.5148 -30.2537   -21d 59m   -46d 60m   13359.6  12388.0  -5001.7 -14325.6  19588.3    -0.8     -15.6        -62.6    -59.3     20.4    -62.9      3.3
2015.21712252 E K538.563027769 -23.5261 -30.1903   -21d 59m   -47d  3m   13350.3  12379.0  -4999.1 -14340.7  19593.0    -0.8     -15.6        -62.6    -59.3     20.5    -62.9      3.3
2015.21712255 E K538.576290766 -23.5374 -30.127   -21d 60m   -47d  6m   13340.9  12369.9  -4996.6 -14355.7  19597.6    -0.8     -15.5        -62.6    -59.2     20.5    -62.8      3.3
2015.21712258 E K538.589446643 -23.5486 -30.0636   -21d 60m   -47d  9m   13331.6  12360.9  -4994.0 -14370.7  19602.2    -0.8     -15.5        -62.6    -59.2     20.6    -62.7      3.3
2015.21712261 E K538.603021214 -23.5599 -30.0002   -22d  0m   -47d 12m   13322.2  12351.8  -4991.5 -14385.6  19606.9    -0.8     -15.5        -62.6    -59.2     20.7    -62.6      3.3
2015.21712265 E K538.615893138 -23.5711 -29.9368   -22d  0m   -47d 15m   13312.9  12342.8  -4988.9 -14400.6  19611.5    -0.8     -15.5        -62.6    -59.2     20.7    -62.5      3.3
2015.21712268 E K538.629679484 -23.5822 -29.8733   -22d  1m   -47d 18m   13303.6  12333.8  -4986.3 -14415.5  19616.1    -0.7     -15.5        -62.7    -59.2     20.8    -62.4      3.3
2015.21712271 E K538.642810947 -23.5934 -29.8099   -22d  1m   -47d 21m   13294.3  12324.8  -4983.7 -14430.4  19620.8    -0.7     -15.5        -62.7    -59.2     20.9    -62.3      3.3
2015.21712274 E K538.656813341 -23.6045 -29.7465   -22d  1m   -47d 24m   13285.0  12315.8  -4981.1 -14445.2  19625.4    -0.7     -15.5        -62.7    -59.1     20.9    -62.2      3.3
2015.21712277 E K538.669091139 -23.6156 -29.683   -22d  1m   -47d 27m   13275.7  12306.9  -4978.5 -14460.1  19630.1    -0.7     -15.4        -62.7    -59.1     21.0    -62.1      3.3
2015.2171228 E K538.682709781 -23.6266 -29.6195   -22d  2m   -47d 30m   13266.4  12297.9  -4975.8 -14474.9  19634.7    -0.7     -15.4        -62.7    -59.1     21.1    -62.0      3.3
2015.21712284 E K538.695603826 -23.6376 -29.5561   -22d  2m   -47d 33m   13257.2  12289.0  -4973.2 -14489.7  19639.4    -0.7     -15.4        -62.7    -59.1     21.1    -61.9      3.3
2015.21712287 E K538.708794813 -23.6486 -29.4926   -22d  2m   -47d 36m   13247.9  12280.1  -4970.6 -14504.5  19644.0    -0.7     -15.4        -62.7    -59.1     21.2    -61.8      3.3
2015.2171229 E K538.721948395 -23.6596 -29.4291   -22d  2m   -47d 38m   13238.7  12271.2  -4967.9 -14519.2  19648.7    -0.6     -15.4        -62.7    -59.0     21.2    -61.7      3.3
2015.21712293 E K538.735234093 -23.6705 -29.3656   -22d  3m   -47d 41m   13229.4  12262.3  -4965.2 -14533.9  19653.3    -0.6     -15.4        -62.7    -59.0     21.3    -61.6      3.3
2015.21712296 E K538.749077496 -23.6814 -29.302   -22d  3m   -47d 44m   13220.2  12253.4  -4962.6 -14548.6  19658.0    -0.6     -15.3        -62.7    -59.0     21.4    -61.5      3.3
2015.21712299 E K538.76195749 -23.6923 -29.2385   -22d  3m   -47d 47m   13210.9  12244.5  -4959.9 -14563.3  19662.6    -0.6     -15.3        -62.7    -59.0     21.4    -61.4      3.3
2015.21712303 E K538.775043177 -23.7031 -29.175   -22d  3m   -47d 50m   13201.7  12235.7  -4957.2 -14577.9  19667.3    -0.6     -15.3        -62.7    -59.0     21.5    -61.3      3.3
2015.21712306 E K538.787682707 -23.714 -29.1114   -22d  4m   -47d 53m   13192.5  12226.8  -4954.5 -14592.6  19672.0    -0.6     -15.3        -62.7    -59.0     21.6    -61.2      3.3
2015.21712309 E K538.801428121 -23.7247 -29.0478   -22d  4m   -47d 56m   13183.3  12218.0  -4951.8 -14607.2  19676.6    -0.5     -15.3        -62.7    -58.9     21.6    -61.1      3.3
2015.21712312 E K538.814522939 -23.7355 -28.9843   -22d  4m   -47d 59m   13174.1  12209.2  -4949.1 -14621.7  19681.3    -0.5     -15.3        -62.8    -58.9     21.7    -61.0      3.3
2015.21712315 E K538.828175459 -23.7462 -28.9207   -22d  4m   -48d  2m   13165.0  12200.4  -4946.3 -14636.3  19686.0    -0.5     -15.3        -62.8    -58.9     21.7    -60.9      3.3
2015.21712318 E K538.841029812 -23.7569 -28.8571   -22d  4m   -48d  5m   13155.8  12191.6  -4943.6 -14650.8  19690.6    -0.5     -15.2        -62.8    -58.9     21.8    -60.8      3.3
2015.21712322 E K538.855107525 -23.7676 -28.7935   -22d  5m   -48d  8m   13146.6  12182.9  -4940.9 -14665.3  19695.3    -0.5     -15.2        -62.8    -58.9     21.9    -60.7      3.3
2015.21712325 E K538.868195599 -23.7782 -28.7298   -22d  5m   -48d 10m   13137.5  12174.1  -4938.1 -14679.8  19700.0    -0.5     -15.2        -62.8    -58.9     21.9    -60.6      3.3
2015.21712328 E K538.880754417 -23.7888 -28.6662   -22d  5m   -48d 13m   13128.4  12165.4  -4935.3 -14694.2  19704.7    -0.5     -15.2        -62.8    -58.8     22.0    -60.5      3.3
2015.21712331 E K538.894749597 -23.7994 -28.6026   -22d  5m   -48d 16m   13119.2  12156.6  -4932.6 -14708.6  19709.3    -0.4     -15.2        -62.8    -58.8     22.1    -60.4      3.3
2015.21712334 E K538.908490087 -23.81 -28.5389   -22d  5m   -48d 19m   13110.1  12147.9  -4929.8 -14723.0  19714.0    -0.4     -15.2        -62.8    -58.8     22.1    -60.3      3.3
2015.21712337 E K538.921340748 -23.8205 -28.4752   -22d  5m   -48d 22m   13101.0  12139.2  -4927.0 -14737.4  19718.7    -0.4     -15.2        -62.8    -58.8     22.2    -60.2      3.3
2015.21712341 E K538.934036533 -23.831 -28.4116   -22d  6m   -48d 25m   13091.9  12130.5  -4924.2 -14751.7  19723.4    -0.4     -15.1        -62.8    -58.8     22.2    -60.1      3.3
2015.21712344 E K538.947268491 -23.8414 -28.3479   -22d  6m   -48d 28m   13082.8  12121.8  -4921.4 -14766.1  19728.1    -0.4     -15.1        -62.8    -58.7     22.3    -60.0      3.3
2015.21712347 E K538.959863232 -23.8519 -28.2842   -22d  6m   -48d 30m   13073.7  12113.2  -4918.6 -14780.4  19732.7    -0.4     -15.1        -62.8    -58.7     22.4    -59.9      3.3
2015.2171235 E K538.97337667 -23.8623 -28.2205   -22d  6m   -48d 33m   13064.6  12104.5  -4915.8 -14794.6  19737.4    -0.3     -15.1        -62.8    -58.7     22.4    -59.8      3.3
2015.21712353 E K538.986804944 -23.8726 -28.1567   -22d  6m   -48d 36m   13055.6  12095.9  -4913.0 -14808.9  19742.1    -0.3     -15.1        -62.8    -58.7     22.5    -59.7      3.3
2015.21712356 E K538.999604153 -23.883 -28.093   -22d  6m   -48d 39m   13046.5  12087.3  -4910.1 -14823.1  19746.8    -0.3     -15.1        -62.8    -58.7     22.5    -59.6      3.2
2015.2171236 E K539.012344011 -23.8933 -28.0293   -22d  7m   -48d 42m   13037.5  12078.7  -4907.3 -14837.3  19751.5    -0.3     -15.1        -62.9    -58.7     22.6    -59.5      3.2
2015.21712363 E K539.025733653 -23.9036 -27.9655   -22d  7m   -48d 44m   13028.4  12070.1  -4904.4 -14851.5  19756.2    -0.3     -15.0        -62.9    -58.6     22.7    -59.4      3.2
2015.21712366 E K539.038994232 -23.9138 -27.9018   -22d  7m   -48d 47m   13019.4  12061.5  -4901.6 -14865.6  19760.9    -0.3     -15.0        -62.9    -58.6     22.7    -59.3      3.2
2015.21712369 E K539.051882643 -23.924 -27.838   -22d  7m   -48d 50m   13010.4  12052.9  -4898.7 -14879.8  19765.6    -0.3     -15.0        -62.9    -58.6     22.8    -59.3      3.2
2015.21712372 E K539.065259465 -23.9342 -27.7742   -22d  7m   -48d 53m   13001.4  12044.4  -4895.8 -14893.9  19770.3    -0.2     -15.0        -62.9    -58.6     22.9    -59.2      3.2
2015.21712376 E K539.07826412 -23.9444 -27.7104   -22d  7m   -48d 56m   12992.4  12035.9  -4893.0 -14908.0  19775.0    -0.2     -15.0        -62.9    -58.6     22.9    -59.1      3.2
2015.21712379 E K539.09171372 -23.9545 -27.6466   -22d  8m   -48d 58m   12983.4  12027.3  -4890.1 -14922.0  19779.7    -0.2     -15.0        -62.9    -58.5     23.0    -59.0      3.2
2015.21712382 E K539.104647433 -23.9646 -27.5828   -22d  8m   -49d  1m   12974.5  12018.8  -4887.2 -14936.0  19784.4    -0.2     -15.0        -62.9    -58.5     23.0    -58.9      3.2
2015.21712385 E K539.117400461 -23.9747 -27.519   -22d  8m   -49d  4m   12965.5  12010.3  -4884.3 -14950.0  19789.1    -0.2     -14.9        -62.9    -58.5     23.1    -58.8      3.2
2015.21712388 E K539.130424605 -23.9847 -27.4551   -22d  8m   -49d  7m   12956.6  12001.9  -4881.4 -14964.0  19793.8    -0.2     -14.9        -62.9    -58.5     23.2    -58.7      3.2
2015.21712391 E K539.143871747 -23.9947 -27.3913   -22d  8m   -49d 10m   12947.6  11993.4  -4878.4 -14978.0  19798.5    -0.1     -14.9        -62.9    -58.5     23.2    -58.6      3.2
2015.21712395 E K539.156821088 -24.0047 -27.3274   -22d  8m   -49d 12m   12938.7  11984.9  -4875.5 -14991.9  19803.2    -0.1     -14.9        -62.9    -58.5     23.3    -58.5      3.2
2015.21712398 E K539.169641368 -24.0147 -27.2636   -22d  8m   -49d 15m   12929.8  11976.5  -4872.6 -15005.8  19807.9    -0.1     -14.9        -62.9    -58.4     23.3    -58.4      3.1
2015.21712401 E K539.182902296 -24.0246 -27.1997   -22d  8m   -49d 18m   12920.9  11968.1  -4869.6 -15019.7  19812.6    -0.1     -14.9        -62.9    -58.4     23.4    -58.3      3.1
