Date Coord-System Altitude Latitude Longitude D_deg D_min I_deg I_min H_nT X_nT Y_nT Z_nT F_nT dD/dt_min dI/dt_min dH/dt_nT dX/dt_nT dY/dt_nT dZ/dt_nT dF/dt_nT
2015.21780818 E K526.106118006 4.10068 163.692     7d 10m    -3d 44m   27168.6  26956.2   3391.1  -1771.0  27226.3     0.2      -1.9          3.4      3.1      2.2    -15.6      4.4
2015.21780821 E K526.107630591 4.07369 163.745     7d 11m    -3d 46m   27167.3  26954.0   3397.2  -1789.1  27226.1     0.2      -1.9          3.3      3.1      2.3    -15.5      4.4
2015.21780824 E K526.109210972 4.04671 163.798     7d 12m    -3d 48m   27165.9  26951.9   3403.4  -1807.3  27226.0     0.2      -1.9          3.3      3.0      2.3    -15.5      4.3
2015.21780827 E K526.110666231 4.01971 163.851     7d 13m    -3d 51m   27164.5  26949.7   3409.6  -1825.4  27225.8     0.3      -1.9          3.3      3.0      2.4    -15.4      4.3
2015.21780831 E K526.112022796 3.99272 163.904     7d 13m    -3d 53m   27163.2  26947.6   3415.7  -1843.5  27225.7     0.3      -1.9          3.2      2.9      2.4    -15.4      4.2
2015.21780834 E K526.11276022 3.96572 163.957     7d 14m    -3d 55m   27161.8  26945.4   3421.9  -1861.6  27225.6     0.3      -1.9          3.2      2.9      2.5    -15.3      4.2
2015.21780837 E K526.11505348 3.93871 164.01     7d 15m    -3d 58m   27160.5  26943.3   3428.0  -1879.7  27225.4     0.3      -1.9          3.1      2.8      2.6    -15.3      4.2
2015.2178084 E K526.115754024 3.91171 164.063     7d 16m    -3d 60m   27159.1  26941.1   3434.1  -1897.8  27225.4     0.3      -1.9          3.1      2.8      2.6    -15.3      4.1
2015.21780843 E K526.117163442 3.8847 164.116     7d 17m    -4d  2m   27157.8  26939.0   3440.2  -1915.8  27225.3     0.3      -1.9          3.0      2.7      2.7    -15.2      4.1
2015.21780846 E K526.118486122 3.85768 164.169     7d 17m    -4d  4m   27156.4  26936.9   3446.2  -1933.9  27225.2     0.3      -1.9          3.0      2.7      2.8    -15.2      4.1
2015.2178085 E K526.120194148 3.83066 164.222     7d 18m    -4d  7m   27155.1  26934.8   3452.3  -1952.0  27225.2     0.3      -1.9          2.9      2.6      2.8    -15.1      4.0
2015.21780853 E K526.12196399 3.80364 164.275     7d 19m    -4d  9m   27153.8  26932.6   3458.3  -1970.0  27225.1     0.3      -1.9          2.9      2.6      2.9    -15.1      4.0
2015.21780856 E K526.122464644 3.77661 164.328     7d 20m    -4d 11m   27152.4  26930.5   3464.4  -1988.1  27225.1     0.3      -1.9          2.9      2.5      2.9    -15.0      3.9
2015.21780859 E K526.124880543 3.74958 164.381     7d 21m    -4d 14m   27151.1  26928.4   3470.4  -2006.1  27225.1     0.3      -1.9          2.8      2.5      3.0    -15.0      3.9
2015.21780862 E K526.125687279 3.72255 164.434     7d 21m    -4d 16m   27149.8  26926.3   3476.4  -2024.1  27225.1     0.3      -1.9          2.8      2.4      3.1    -14.9      3.9
2015.21780865 E K526.128225317 3.69551 164.487     7d 22m    -4d 18m   27148.4  26924.2   3482.4  -2042.1  27225.1     0.4      -1.8          2.7      2.3      3.1    -14.9      3.8
2015.21780869 E K526.12916914 3.66847 164.54     7d 23m    -4d 20m   27147.1  26922.1   3488.3  -2060.1  27225.2     0.4      -1.8          2.7      2.3      3.2    -14.8      3.8
2015.21780872 E K526.131511765 3.64143 164.593     7d 24m    -4d 23m   27145.8  26920.0   3494.3  -2078.1  27225.2     0.4      -1.8          2.6      2.2      3.2    -14.8      3.8
2015.21780875 E K526.132588191 3.61438 164.646     7d 25m    -4d 25m   27144.5  26917.9   3500.2  -2096.1  27225.3     0.4      -1.8          2.6      2.2      3.3    -14.7      3.7
2015.21780878 E K526.134061924 3.58733 164.699     7d 25m    -4d 27m   27143.2  26915.8   3506.1  -2114.0  27225.4     0.4      -1.8          2.5      2.1      3.3    -14.7      3.7
2015.21780881 E K526.135950411 3.56027 164.752     7d 26m    -4d 29m   27141.9  26913.7   3512.1  -2132.0  27225.5     0.4      -1.8          2.5      2.1      3.4    -14.6      3.6
2015.21780885 E K526.13757095 3.53321 164.805     7d 27m    -4d 32m   27140.6  26911.6   3517.9  -2150.0  27225.6     0.4      -1.8          2.5      2.0      3.5    -14.6      3.6
2015.21780888 E K526.139100263 3.50615 164.858     7d 28m    -4d 34m   27139.3  26909.5   3523.8  -2167.9  27225.7     0.4      -1.8          2.4      2.0      3.5    -14.5      3.6
2015.21780891 E K526.141045571 3.47908 164.911     7d 28m    -4d 36m   27138.0  26907.4   3529.7  -2185.8  27225.9     0.4      -1.8          2.4      1.9      3.6    -14.5      3.5
2015.21780894 E K526.143231406 3.45201 164.964     7d 29m    -4d 39m   27136.7  26905.4   3535.5  -2203.8  27226.0     0.4      -1.8          2.3      1.9      3.6    -14.4      3.5
2015.21780897 E K526.144322026 3.42494 165.017     7d 30m    -4d 41m   27135.4  26903.3   3541.4  -2221.7  27226.2     0.4      -1.8          2.3      1.8      3.7    -14.4      3.5
2015.217809 E K526.145822912 3.39786 165.07     7d 31m    -4d 43m   27134.1  26901.2   3547.2  -2239.6  27226.4     0.4      -1.8          2.2      1.8      3.7    -14.3      3.4
2015.21780904 E K526.147918505 3.37078 165.123     7d 31m    -4d 45m   27132.8  26899.2   3553.0  -2257.5  27226.6     0.4      -1.8          2.2      1.7      3.8    -14.3      3.4
2015.21780907 E K526.14973494 3.3437 165.176     7d 32m    -4d 48m   27131.5  26897.1   3558.8  -2275.4  27226.8     0.5      -1.8          2.2      1.7      3.9    -14.2      3.3
2015.2178091 E K526.151975845 3.31661 165.229     7d 33m    -4d 50m   27130.2  26895.0   3564.6  -2293.3  27227.0     0.5      -1.8          2.1      1.6      3.9    -14.2      3.3
2015.21780913 E K526.153297253 3.28952 165.282     7d 34m    -4d 52m   27129.0  26893.0   3570.4  -2311.2  27227.2     0.5      -1.8          2.1      1.6      4.0    -14.1      3.3
2015.21780916 E K526.154865168 3.26243 165.335     7d 35m    -4d 54m   27127.7  26890.9   3576.1  -2329.0  27227.5     0.5      -1.7          2.0      1.5      4.0    -14.1      3.2
2015.21780919 E K526.157187564 3.23534 165.388     7d 35m    -4d 57m   27126.4  26888.9   3581.8  -2346.9  27227.7     0.5      -1.7          2.0      1.5      4.1    -14.0      3.2
