Date Coord-System Altitude Latitude Longitude D_deg D_min I_deg I_min H_nT X_nT Y_nT Z_nT F_nT dD/dt_min dI/dt_min dH/dt_nT dX/dt_nT dY/dt_nT dZ/dt_nT dF/dt_nT
2015.21643638 E K546.477462737 -14.8625 142.776     5d 38m   -42d 31m   26305.7  26178.9   2580.3 -24116.3  35687.3    -2.5      -0.7         -4.9     -3.0    -19.2     -5.2     -0.1
2015.21643641 E K546.475270866 -14.8399 142.832     5d 38m   -42d 28m   26311.1  26183.8   2585.2 -24087.1  35671.6    -2.4      -0.7         -4.9     -3.1    -19.1     -5.3     -0.1
2015.21643645 E K546.474178471 -14.8173 142.889     5d 39m   -42d 26m   26316.4  26188.6   2590.1 -24057.7  35655.7    -2.4      -0.7         -5.0     -3.1    -19.0     -5.4     -0.0
2015.21643648 E K546.471378658 -14.7947 142.945     5d 39m   -42d 24m   26321.7  26193.5   2595.0 -24028.5  35639.9    -2.4      -0.7         -5.0     -3.1    -19.0     -5.5     -0.0
2015.21643651 E K546.469678321 -14.772 143.002     5d 40m   -42d 21m   26327.1  26198.4   2599.9 -23999.0  35624.0    -2.4      -0.7         -5.0     -3.2    -18.9     -5.5      0.0
2015.21643654 E K546.467270563 -14.7494 143.058     5d 41m   -42d 19m   26332.3  26203.2   2604.8 -23969.8  35608.2    -2.4      -0.7         -5.1     -3.2    -18.9     -5.6      0.0
2015.21643657 E K546.466269181 -14.7267 143.114     5d 41m   -42d 16m   26337.6  26208.0   2609.6 -23940.4  35592.3    -2.4      -0.7         -5.1     -3.3    -18.8     -5.7      0.0
2015.2164366 E K546.464036472 -14.704 143.171     5d 42m   -42d 14m   26342.9  26212.8   2614.6 -23910.9  35576.4    -2.4      -0.7         -5.2     -3.3    -18.7     -5.8      0.1
2015.21643664 E K546.462498862 -14.6813 143.227     5d 42m   -42d 11m   26348.2  26217.6   2619.4 -23881.5  35560.5    -2.4      -0.8         -5.2     -3.4    -18.7     -5.8      0.1
2015.21643667 E K546.46015821 -14.6586 143.283     5d 43m   -42d  9m   26353.4  26222.4   2624.3 -23852.1  35544.7    -2.4      -0.8         -5.2     -3.4    -18.6     -5.9      0.1
2015.2164367 E K546.457964845 -14.6359 143.34     5d 43m   -42d  6m   26358.6  26227.2   2629.2 -23822.5  35528.7    -2.4      -0.8         -5.3     -3.5    -18.5     -6.0      0.1
2015.21643673 E K546.456442675 -14.6131 143.396     5d 44m   -42d  4m   26363.9  26232.0   2634.0 -23792.9  35512.8    -2.4      -0.8         -5.3     -3.5    -18.5     -6.1      0.1
