Date Coord-System Altitude Latitude Longitude D_deg D_min I_deg I_min H_nT X_nT Y_nT Z_nT F_nT dD/dt_min dI/dt_min dH/dt_nT dX/dt_nT dY/dt_nT dZ/dt_nT dF/dt_nT
2015.73767022 E K530.435859223 -19.6571 -85.1912     5d 33m   -15d 34m   19680.6  19588.5   1901.7  -5485.0  20430.6    -7.1      -3.3        -53.9    -49.7    -45.5     -5.1    -50.6
2015.73767025 E K530.44486703 -19.6751 -85.1312     5d 31m   -15d 35m   19671.9  19580.6   1892.4  -5488.9  20423.3    -7.1      -3.3        -53.9    -49.8    -45.6     -5.2    -50.6
2015.73767028 E K530.455112002 -19.6931 -85.0711     5d 30m   -15d 36m   19663.2  19572.8   1883.0  -5492.9  20416.0    -7.1      -3.3        -54.0    -49.8    -45.6     -5.2    -50.6
2015.73767031 E K530.464329209 -19.7111 -85.0111     5d 28m   -15d 38m   19654.4  19564.9   1873.6  -5496.9  20408.7    -7.1      -3.3        -54.0    -49.9    -45.6     -5.3    -50.6
2015.73767034 E K530.474325396 -19.7291 -84.951     5d 27m   -15d 39m   19645.7  19557.1   1864.2  -5500.9  20401.3    -7.1      -3.3        -54.0    -49.9    -45.7     -5.4    -50.6
2015.73767037 E K530.483582643 -19.747 -84.8909     5d 25m   -15d 40m   19637.0  19549.2   1854.7  -5504.9  20394.0    -7.1      -3.4        -54.1    -50.0    -45.7     -5.5    -50.6
2015.73767041 E K530.492788232 -19.7649 -84.8309     5d 24m   -15d 41m   19628.3  19541.4   1845.2  -5508.9  20386.7    -7.2      -3.4        -54.1    -50.0    -45.7     -5.6    -50.6
2015.73767044 E K530.5027728 -19.7828 -84.7708     5d 22m   -15d 42m   19619.6  19533.5   1835.7  -5512.9  20379.4    -7.2      -3.4        -54.2    -50.1    -45.8     -5.7    -50.6
2015.73767047 E K530.512211687 -19.8007 -84.7106     5d 21m   -15d 43m   19610.8  19525.6   1826.2  -5516.9  20372.1    -7.2      -3.4        -54.2    -50.1    -45.8     -5.8    -50.6
2015.7376705 E K530.521405659 -19.8185 -84.6505     5d 19m   -15d 44m   19602.1  19517.7   1816.6  -5520.9  20364.7    -7.2      -3.4        -54.2    -50.2    -45.8     -5.8    -50.6
2015.73767053 E K530.531071866 -19.8364 -84.5904     5d 18m   -15d 45m   19593.3  19509.8   1807.1  -5524.9  20357.4    -7.2      -3.5        -54.3    -50.3    -45.9     -5.9    -50.6
2015.73767057 E K530.54051705 -19.8542 -84.5302     5d 16m   -15d 46m   19584.6  19501.9   1797.5  -5529.0  20350.1    -7.2      -3.5        -54.3    -50.3    -45.9     -6.0    -50.6
2015.7376706 E K530.550175513 -19.872 -84.47     5d 14m   -15d 47m   19575.9  19494.0   1787.8  -5533.0  20342.8    -7.2      -3.5        -54.3    -50.4    -45.9     -6.1    -50.6
2015.73767063 E K530.559806211 -19.8897 -84.4098     5d 13m   -15d 48m   19567.1  19486.1   1778.1  -5537.0  20335.4    -7.2      -3.5        -54.4    -50.4    -46.0     -6.2    -50.6
2015.73767066 E K530.569739776 -19.9074 -84.3496     5d 11m   -15d 49m   19558.4  19478.2   1768.5  -5541.0  20328.1    -7.2      -3.5        -54.4    -50.5    -46.0     -6.3    -50.6
2015.73767069 E K530.579621683 -19.9252 -84.2894     5d 10m   -15d 50m   19549.6  19470.3   1758.8  -5545.1  20320.8    -7.3      -3.6        -54.4    -50.5    -46.0     -6.4    -50.6
2015.73767072 E K530.589475824 -19.9428 -84.2292     5d  8m   -15d 51m   19540.8  19462.4   1749.0  -5549.0  20313.5    -7.3      -3.6        -54.5    -50.6    -46.0     -6.5    -50.6
2015.73767076 E K530.598447679 -19.9605 -84.1689     5d  7m   -15d 52m   19532.1  19454.5   1739.2  -5553.1  20306.1    -7.3      -3.6        -54.5    -50.6    -46.1     -6.6    -50.6
2015.73767079 E K530.608698506 -19.9781 -84.1087     5d  5m   -15d 53m   19523.3  19446.6   1729.5  -5557.1  20298.8    -7.3      -3.6        -54.6    -50.7    -46.1     -6.6    -50.7
2015.73767082 E K530.617469354 -19.9958 -84.0484     5d  3m   -15d 54m   19514.5  19438.6   1719.7  -5561.2  20291.5    -7.3      -3.6        -54.6    -50.7    -46.1     -6.7    -50.7
2015.73767085 E K530.627471387 -20.0133 -83.9881     5d  2m   -15d 55m   19505.8  19430.7   1709.8  -5565.2  20284.2    -7.3      -3.7        -54.6    -50.8    -46.2     -6.8    -50.7
2015.73767088 E K530.637567244 -20.0309 -83.9278     5d  0m   -15d 57m   19497.0  19422.7   1699.9  -5569.3  20276.8    -7.3      -3.7        -54.7    -50.8    -46.2     -6.9    -50.7
2015.73767091 E K530.646965963 -20.0485 -83.8675     4d 59m   -15d 58m   19488.2  19414.8   1690.1  -5573.4  20269.5    -7.3      -3.7        -54.7    -50.9    -46.2     -7.0    -50.7
2015.73767095 E K530.656386831 -20.066 -83.8072     4d 57m   -15d 59m   19479.4  19406.8   1680.2  -5577.5  20262.2    -7.4      -3.7        -54.7    -50.9    -46.3     -7.1    -50.7
2015.73767098 E K530.665230021 -20.0835 -83.7468     4d 55m   -15d 60m   19470.6  19398.9   1670.2  -5581.5  20254.9    -7.4      -3.7        -54.8    -51.0    -46.3     -7.2    -50.7
2015.73767101 E K530.675425986 -20.101 -83.6864     4d 54m   -16d  1m   19461.8  19390.9   1660.2  -5585.6  20247.5    -7.4      -3.8        -54.8    -51.0    -46.3     -7.3    -50.7
2015.73767104 E K530.685141971 -20.1184 -83.6261     4d 52m   -16d  2m   19453.1  19382.9   1650.2  -5589.7  20240.2    -7.4      -3.8        -54.8    -51.1    -46.3     -7.4    -50.7
2015.73767107 E K530.694493572 -20.1358 -83.5657     4d 50m   -16d  3m   19444.3  19375.0   1640.2  -5593.8  20232.9    -7.4      -3.8        -54.9    -51.1    -46.4     -7.5    -50.7
2015.7376711 E K530.704130137 -20.1532 -83.5053     4d 49m   -16d  4m   19435.5  19367.0   1630.2  -5597.9  20225.6    -7.4      -3.8        -54.9    -51.2    -46.4     -7.6    -50.7
2015.73767114 E K530.713071696 -20.1706 -83.4449     4d 47m   -16d  5m   19426.7  19359.0   1620.1  -5602.0  20218.3    -7.4      -3.8        -54.9    -51.2    -46.4     -7.7    -50.7
2015.73767117 E K530.72309895 -20.188 -83.3844     4d 45m   -16d  6m   19417.9  19351.0   1610.0  -5606.1  20210.9    -7.4      -3.9        -55.0    -51.3    -46.5     -7.7    -50.7
2015.7376712 E K530.73314836 -20.2053 -83.324     4d 44m   -16d  7m   19409.1  19343.0   1599.9  -5610.2  20203.6    -7.5      -3.9        -55.0    -51.3    -46.5     -7.8    -50.7
2015.73767123 E K530.741693898 -20.2226 -83.2635     4d 42m   -16d  8m   19400.3  19335.0   1589.8  -5614.3  20196.3    -7.5      -3.9        -55.0    -51.4    -46.5     -7.9    -50.7
2015.73767126 E K530.751825129 -20.2399 -83.203     4d 40m   -16d 10m   19391.5  19327.0   1579.6  -5618.5  20189.0    -7.5      -3.9        -55.1    -51.4    -46.5     -8.0    -50.7
2015.73767129 E K530.761219574 -20.2572 -83.1425     4d 39m   -16d 11m   19382.6  19319.0   1569.4  -5622.6  20181.7    -7.5      -3.9        -55.1    -51.5    -46.6     -8.1    -50.7
2015.73767133 E K530.771604143 -20.2744 -83.082     4d 37m   -16d 12m   19373.8  19311.0   1559.2  -5626.8  20174.4    -7.5      -4.0        -55.1    -51.5    -46.6     -8.2    -50.7
2015.73767136 E K530.780582548 -20.2916 -83.0215     4d 35m   -16d 13m   19365.0  19303.0   1549.0  -5630.9  20167.1    -7.5      -4.0        -55.2    -51.6    -46.6     -8.3    -50.6
2015.73767139 E K530.790363806 -20.3088 -82.961     4d 34m   -16d 14m   19356.2  19294.9   1538.7  -5635.1  20159.8    -7.5      -4.0        -55.2    -51.7    -46.6     -8.4    -50.6
2015.73767142 E K530.80042617 -20.326 -82.9005     4d 32m   -16d 15m   19347.4  19286.9   1528.4  -5639.3  20152.5    -7.5      -4.0        -55.2    -51.7    -46.7     -8.5    -50.6
2015.73767145 E K530.809291386 -20.3431 -82.8399     4d 30m   -16d 16m   19338.6  19278.9   1518.1  -5643.4  20145.2    -7.6      -4.1        -55.3    -51.8    -46.7     -8.6    -50.6
2015.73767148 E K530.819057164 -20.3602 -82.7793     4d 28m   -16d 17m   19329.7  19270.8   1507.8  -5647.6  20137.9    -7.6      -4.1        -55.3    -51.8    -46.7     -8.7    -50.6
2015.73767152 E K530.829175722 -20.3773 -82.7187     4d 27m   -16d 18m   19320.9  19262.8   1497.4  -5651.8  20130.6    -7.6      -4.1        -55.3    -51.9    -46.7     -8.8    -50.6
2015.73767155 E K530.838170953 -20.3944 -82.6581     4d 25m   -16d 19m   19312.1  19254.7   1487.0  -5656.0  20123.3    -7.6      -4.1        -55.4    -51.9    -46.8     -8.9    -50.6
2015.73767158 E K530.848751864 -20.4115 -82.5975     4d 23m   -16d 21m   19303.2  19246.7   1476.6  -5660.3  20116.0    -7.6      -4.1        -55.4    -52.0    -46.8     -9.0    -50.6
2015.73767161 E K530.85830716 -20.4285 -82.5369     4d 21m   -16d 22m   19294.4  19238.6   1466.2  -5664.5  20108.7    -7.6      -4.2        -55.4    -52.0    -46.8     -9.1    -50.6
2015.73767164 E K530.867504083 -20.4455 -82.4762     4d 20m   -16d 23m   19285.6  19230.5   1455.8  -5668.7  20101.4    -7.6      -4.2        -55.4    -52.1    -46.8     -9.2    -50.6
2015.73767167 E K530.876738902 -20.4625 -82.4156     4d 18m   -16d 24m   19276.7  19222.5   1445.3  -5673.0  20094.2    -7.6      -4.2        -55.5    -52.1    -46.9     -9.3    -50.6
2015.73767171 E K530.887133223 -20.4794 -82.3549     4d 16m   -16d 25m   19267.9  19214.4   1434.8  -5677.2  20086.9    -7.6      -4.2        -55.5    -52.2    -46.9     -9.4    -50.6
2015.73767174 E K530.896428106 -20.4963 -82.2942     4d 14m   -16d 26m   19259.0  19206.3   1424.3  -5681.5  20079.6    -7.7      -4.2        -55.5    -52.2    -46.9     -9.5    -50.6
2015.73767177 E K530.906575773 -20.5132 -82.2335     4d 13m   -16d 27m   19250.2  19198.2   1413.7  -5685.7  20072.3    -7.7      -4.3        -55.6    -52.3    -46.9     -9.6    -50.6
2015.7376718 E K530.916335157 -20.5301 -82.1728     4d 11m   -16d 28m   19241.4  19190.1   1403.1  -5690.0  20065.0    -7.7      -4.3        -55.6    -52.3    -47.0     -9.7    -50.6
2015.73767183 E K530.925760063 -20.547 -82.112     4d  9m   -16d 30m   19232.5  19182.0   1392.5  -5694.3  20057.8    -7.7      -4.3        -55.6    -52.4    -47.0     -9.8    -50.6
2015.73767187 E K530.935579513 -20.5638 -82.0513     4d  7m   -16d 31m   19223.6  19173.9   1381.9  -5698.6  20050.5    -7.7      -4.3        -55.7    -52.4    -47.0     -9.9    -50.6
2015.7376719 E K530.945468921 -20.5806 -81.9905     4d  6m   -16d 32m   19214.8  19165.8   1371.3  -5702.9  20043.2    -7.7      -4.4        -55.7    -52.5    -47.0    -10.0    -50.5
