Date Coord-System Altitude Latitude Longitude D_deg D_min I_deg I_min H_nT X_nT Y_nT Z_nT F_nT dD/dt_min dI/dt_min dH/dt_nT dX/dt_nT dY/dt_nT dZ/dt_nT dF/dt_nT
2015.70136786 E K524.449002647 17.4832 -79.4097    -5d 11m    45d 60m   20964.5  20878.5  -1896.3  21709.3  30179.5    -7.1      -7.1         -9.5    -13.4    -42.4   -100.0    -78.5
2015.70136789 E K524.448017281 17.5039 -79.3513    -5d 14m    46d  1m   20961.7  20874.6  -1909.0  21719.4  30184.8    -7.1      -7.2         -9.4    -13.3    -42.3   -100.2    -78.6
2015.70136792 E K524.446932326 17.5245 -79.2928    -5d 16m    46d  2m   20958.9  20870.6  -1921.8  21729.3  30190.0    -7.1      -7.2         -9.2    -13.2    -42.2   -100.3    -78.6
2015.70136795 E K524.445066435 17.5451 -79.2343    -5d 18m    46d  3m   20956.2  20866.7  -1934.5  21739.1  30195.2    -7.1      -7.2         -9.1    -13.1    -42.1   -100.5    -78.7
2015.70136798 E K524.443174643 17.5657 -79.1759    -5d 20m    46d  4m   20953.5  20862.8  -1947.3  21749.0  30200.4    -7.1      -7.2         -9.0    -13.0    -42.0   -100.6    -78.7
2015.70136802 E K524.441711146 17.5862 -79.1174    -5d 22m    46d  5m   20950.8  20858.9  -1960.0  21758.7  30205.6    -7.0      -7.2         -8.9    -12.8    -41.9   -100.8    -78.8
2015.70136805 E K524.441295435 17.6068 -79.0589    -5d 24m    46d  6m   20948.1  20855.0  -1972.7  21768.4  30210.7    -7.0      -7.3         -8.7    -12.7    -41.8   -101.0    -78.8
2015.70136808 E K524.439789985 17.6273 -79.0003    -5d 26m    46d  7m   20945.5  20851.2  -1985.5  21778.0  30215.8    -7.0      -7.3         -8.6    -12.6    -41.7   -101.1    -78.9
2015.70136811 E K524.438163036 17.6478 -78.9418    -5d 29m    46d  8m   20942.8  20847.3  -1998.2  21787.6  30220.9    -7.0      -7.3         -8.5    -12.5    -41.6   -101.3    -78.9
2015.70136814 E K524.436414585 17.6683 -78.8832    -5d 31m    46d  9m   20940.2  20843.5  -2010.9  21797.1  30225.9    -7.0      -7.3         -8.4    -12.4    -41.5   -101.5    -79.0
2015.70136817 E K524.434933009 17.6887 -78.8247    -5d 33m    46d 10m   20937.6  20839.6  -2023.6  21806.5  30230.9    -7.0      -7.3         -8.3    -12.3    -41.4   -101.6    -79.0
2015.70136821 E K524.434449422 17.7092 -78.7661    -5d 35m    46d 11m   20935.1  20835.8  -2036.3  21815.9  30235.9    -6.9      -7.3         -8.1    -12.2    -41.3   -101.8    -79.1
2015.70136824 E K524.433941927 17.7296 -78.7075    -5d 37m    46d 12m   20932.5  20832.0  -2049.0  21825.2  30240.8    -6.9      -7.4         -8.0    -12.1    -41.2   -101.9    -79.1
2015.70136827 E K524.432910524 17.75 -78.6489    -5d 39m    46d 13m   20929.9  20828.2  -2061.7  21834.4  30245.7    -6.9      -7.4         -7.9    -12.0    -41.1   -102.1    -79.2
2015.7013683 E K524.432879113 17.7704 -78.5903    -5d 41m    46d 14m   20927.4  20824.3  -2074.4  21843.6  30250.6    -6.9      -7.4         -7.8    -11.9    -41.0   -102.3    -79.2
2015.70136833 E K524.431919385 17.7907 -78.5316    -5d 43m    46d 15m   20924.9  20820.6  -2087.1  21852.7  30255.5    -6.9      -7.4         -7.6    -11.8    -40.9   -102.4    -79.3
2015.70136836 E K524.431387955 17.8111 -78.473    -5d 46m    46d 15m   20922.4  20816.8  -2099.8  21861.8  30260.3    -6.9      -7.4         -7.5    -11.7    -40.8   -102.6    -79.3
2015.7013684 E K524.431452106 17.8314 -78.4143    -5d 48m    46d 16m   20920.0  20813.0  -2112.5  21870.8  30265.1    -6.8      -7.5         -7.4    -11.6    -40.7   -102.7    -79.3
2015.70136843 E K524.430872861 17.8517 -78.3556    -5d 50m    46d 17m   20917.5  20809.3  -2125.2  21879.7  30269.9    -6.8      -7.5         -7.3    -11.5    -40.6   -102.9    -79.4
2015.70136846 E K524.430034595 17.872 -78.2969    -5d 52m    46d 18m   20915.1  20805.5  -2137.8  21888.6  30274.6    -6.8      -7.5         -7.2    -11.4    -40.5   -103.0    -79.4
2015.70136849 E K524.429050923 17.8923 -78.2382    -5d 54m    46d 19m   20912.7  20801.8  -2150.5  21897.5  30279.4    -6.8      -7.5         -7.0    -11.3    -40.4   -103.2    -79.5
2015.70136852 E K524.427567241 17.9125 -78.1795    -5d 56m    46d 20m   20910.3  20798.1  -2163.2  21906.2  30284.1    -6.8      -7.5         -6.9    -11.1    -40.3   -103.3    -79.5
2015.70136855 E K524.427511857 17.9327 -78.1208    -5d 58m    46d 21m   20907.9  20794.4  -2175.8  21914.9  30288.7    -6.8      -7.6         -6.8    -11.0    -40.2   -103.5    -79.6
2015.70136859 E K524.426408668 17.9529 -78.062    -6d  1m    46d 22m   20905.6  20790.7  -2188.5  21923.6  30293.3    -6.7      -7.6         -6.7    -10.9    -40.1   -103.6    -79.6
2015.70136862 E K524.424829368 17.9731 -78.0032    -6d  3m    46d 23m   20903.3  20787.0  -2201.1  21932.2  30298.0    -6.7      -7.6         -6.6    -10.8    -40.0   -103.8    -79.7
2015.70136865 E K524.423678365 17.9933 -77.9445    -6d  5m    46d 23m   20900.9  20783.4  -2213.7  21940.7  30302.6    -6.7      -7.6         -6.4    -10.7    -39.9   -104.0    -79.7
2015.70136868 E K524.423122944 18.0134 -77.8857    -6d  7m    46d 24m   20898.7  20779.7  -2226.4  21949.2  30307.1    -6.7      -7.6         -6.3    -10.6    -39.7   -104.1    -79.7
2015.70136871 E K524.421754828 18.0335 -77.8268    -6d  9m    46d 25m   20896.4  20776.1  -2239.0  21957.6  30311.6    -6.7      -7.6         -6.2    -10.5    -39.6   -104.3    -79.8
2015.70136874 E K524.420532107 18.0536 -77.768    -6d 11m    46d 26m   20894.2  20772.5  -2251.6  21965.9  30316.1    -6.7      -7.7         -6.1    -10.4    -39.5   -104.4    -79.8
2015.70136878 E K524.419687868 18.0737 -77.7092    -6d 13m    46d 27m   20891.9  20768.9  -2264.2  21974.2  30320.6    -6.6      -7.7         -6.0    -10.3    -39.4   -104.6    -79.9
2015.70136881 E K524.419224134 18.0937 -77.6503    -6d 15m    46d 28m   20889.7  20765.3  -2276.8  21982.4  30325.0    -6.6      -7.7         -5.8    -10.2    -39.3   -104.7    -79.9
2015.70136884 E K524.417358002 18.1138 -77.5914    -6d 18m    46d 28m   20887.5  20761.7  -2289.4  21990.6  30329.4    -6.6      -7.7         -5.7    -10.1    -39.2   -104.8    -80.0
2015.70136887 E K524.416394249 18.1338 -77.5326    -6d 20m    46d 29m   20885.4  20758.1  -2302.0  21998.7  30333.8    -6.6      -7.7         -5.6    -10.0    -39.1   -105.0    -80.0
2015.7013689 E K524.415287104 18.1538 -77.4737    -6d 22m    46d 30m   20883.2  20754.6  -2314.6  22006.7  30338.2    -6.6      -7.8         -5.5     -9.9    -39.0   -105.1    -80.0
2015.70136894 E K524.414349255 18.1738 -77.4147    -6d 24m    46d 31m   20881.1  20751.0  -2327.2  22014.7  30342.5    -6.5      -7.8         -5.4     -9.7    -38.9   -105.3    -80.1
2015.70136897 E K524.413831788 18.1937 -77.3558    -6d 26m    46d 32m   20879.0  20747.5  -2339.7  22022.6  30346.7    -6.5      -7.8         -5.2     -9.6    -38.8   -105.4    -80.1
2015.701369 E K524.413081233 18.2137 -77.2969    -6d 28m    46d 32m   20876.9  20743.9  -2352.3  22030.5  30351.0    -6.5      -7.8         -5.1     -9.5    -38.6   -105.6    -80.2
2015.70136903 E K524.412065774 18.2336 -77.2379    -6d 30m    46d 33m   20874.8  20740.4  -2364.8  22038.2  30355.3    -6.5      -7.8         -5.0     -9.4    -38.5   -105.7    -80.2
2015.70136906 E K524.411147924 18.2535 -77.1789    -6d 32m    46d 34m   20872.8  20736.9  -2377.4  22046.0  30359.5    -6.5      -7.8         -4.9     -9.3    -38.4   -105.9    -80.2
2015.70136909 E K524.410391447 18.2733 -77.12    -6d 35m    46d 35m   20870.7  20733.5  -2389.9  22053.6  30363.6    -6.4      -7.9         -4.8     -9.2    -38.3   -106.0    -80.3
2015.70136913 E K524.410348199 18.2932 -77.061    -6d 37m    46d 35m   20868.7  20730.0  -2402.4  22061.2  30367.8    -6.4      -7.9         -4.6     -9.1    -38.2   -106.2    -80.3
2015.70136916 E K524.409472218 18.313 -77.0019    -6d 39m    46d 36m   20866.7  20726.5  -2415.0  22068.7  30371.9    -6.4      -7.9         -4.5     -9.0    -38.1   -106.3    -80.3
2015.70136919 E K524.407550469 18.3328 -76.9429    -6d 41m    46d 37m   20864.8  20723.1  -2427.5  22076.2  30376.0    -6.4      -7.9         -4.4     -8.9    -38.0   -106.4    -80.4
2015.70136922 E K524.406813984 18.3526 -76.8839    -6d 43m    46d 38m   20862.8  20719.6  -2440.0  22083.7  30380.0    -6.4      -7.9         -4.3     -8.8    -37.9   -106.6    -80.4
2015.70136925 E K524.406699009 18.3724 -76.8248    -6d 45m    46d 38m   20860.9  20716.2  -2452.5  22091.0  30384.0    -6.3      -7.9         -4.2     -8.7    -37.7   -106.7    -80.5
2015.70136928 E K524.405512335 18.3921 -76.7657    -6d 47m    46d 39m   20859.0  20712.8  -2465.0  22098.3  30388.0    -6.3      -8.0         -4.0     -8.6    -37.6   -106.9    -80.5
2015.70136932 E K524.40444127 18.4119 -76.7066    -6d 49m    46d 40m   20857.1  20709.4  -2477.4  22105.6  30392.0    -6.3      -8.0         -3.9     -8.4    -37.5   -107.0    -80.5
2015.70136935 E K524.404081398 18.4316 -76.6475    -6d 51m    46d 41m   20855.2  20706.0  -2489.9  22112.8  30396.0    -6.3      -8.0         -3.8     -8.3    -37.4   -107.1    -80.6
2015.70136938 E K524.403036252 18.4513 -76.5884    -6d 54m    46d 41m   20853.3  20702.7  -2502.4  22119.9  30399.9    -6.3      -8.0         -3.7     -8.2    -37.3   -107.3    -80.6
2015.70136941 E K524.403461295 18.4709 -76.5293    -6d 56m    46d 42m   20851.5  20699.3  -2514.8  22126.9  30403.7    -6.2      -8.0         -3.6     -8.1    -37.2   -107.4    -80.6
2015.70136944 E K524.403193116 18.4906 -76.4702    -6d 58m    46d 43m   20849.7  20696.0  -2527.2  22133.9  30407.6    -6.2      -8.1         -3.5     -8.0    -37.0   -107.6    -80.7
2015.70136947 E K524.402403074 18.5102 -76.411    -6d 60m    46d 43m   20847.9  20692.6  -2539.7  22140.9  30411.4    -6.2      -8.1         -3.3     -7.9    -36.9   -107.7    -80.7
2015.70136951 E K524.401895913 18.5298 -76.3518    -7d  2m    46d 44m   20846.1  20689.3  -2552.1  22147.7  30415.2    -6.2      -8.1         -3.2     -7.8    -36.8   -107.8    -80.7
2015.70136954 E K524.400769263 18.5494 -76.2926    -7d  4m    46d 45m   20844.4  20686.0  -2564.5  22154.5  30418.9    -6.2      -8.1         -3.1     -7.7    -36.7   -108.0    -80.8
2015.70136957 E K524.400047019 18.5689 -76.2334    -7d  6m    46d 45m   20842.7  20682.7  -2576.9  22161.3  30422.6    -6.1      -8.1         -3.0     -7.6    -36.6   -108.1    -80.8
2015.7013696 E K524.400842749 18.5884 -76.1742    -7d  8m    46d 46m   20840.9  20679.5  -2589.3  22167.9  30426.3    -6.1      -8.1         -2.9     -7.5    -36.5   -108.2    -80.8
2015.70136963 E K524.399857632 18.608 -76.115    -7d 10m    46d 47m   20839.2  20676.2  -2601.7  22174.6  30430.0    -6.1      -8.2         -2.8     -7.4    -36.3   -108.4    -80.9
2015.70136966 E K524.398914383 18.6275 -76.0557    -7d 12m    46d 47m   20837.6  20673.0  -2614.0  22181.2  30433.7    -6.1      -8.2         -2.6     -7.2    -36.2   -108.5    -80.9
