CRAB	83.633	22.015
CENX-3	170.314	-60.623
GX301-2	186.657	-62.77
SCOX-1	244.98	-15.64
4U1636-536	250.231	-53.751
X1735-444	264.743	-44.45
GRS1739-278	265.67	-27.76
SWIFTJ1753.5-0127	268.368	-1.453
GS1826-238	277.367	-23.797
MAXIJ1836-194	278.959	-19.385
CYGX-3	308.107	40.958
CYGX-2	326.17	38.32
